lic bed size,DAY_TOT,adj pat days,DIS_TOT,DSH hosp,FAC_NO,FAC_NAME
50-99,16379.0,26781.279438231533,693.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,9780.0,15464.411982942978,2240.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,2630.0,5684.892217509258,611.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,4053.0,6868.363551468441,863.0,DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
1-49,9228.0,20549.426042539817,72.0,Non-DSH,106240853.0,DOS PALOS MEMORIAL HOSPITAL
1-49,8727.0,21094.598999782433,526.0,Non-DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,5791.0,14392.554978225628,1919.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,30372.0,54480.59816209823,2664.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,3430.0,7510.406465013804,892.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
50-99,14671.0,33196.02550378742,1796.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,328.0,2782.9216499596723,141.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
50-99,16595.0,34159.09589170455,3938.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
150-199,32637.0,64158.878396155065,2599.0,Non-DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,2278.0,8194.122468789781,440.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,48149.0,73242.92109207231,2866.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,8218.0,16287.191432201496,176.0,Non-DSH,106320874.0,INDIAN VALLEY HOSPITAL
50-99,12456.0,18121.210898514866,4008.0,Non-DSH,106334001.0,INLAND VALLEY REGIONAL MEDICAL CENTER
1-49,3165.0,10984.695406814877,114.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10065.0,28553.134467226453,334.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,29724.0,45450.959427588816,1043.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,8657.0,18374.048851422474,763.0,DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
50-99,9862.0,25545.504536940112,1192.0,Non-DSH,106180919.0,LASSEN COMMUNITY HOSPITAL
150-199,46453.0,102456.80638973665,2528.0,DSH,106420491.0,LOMPOC HEALTHCARE DISTRICT
1-49,1682.0,3770.081137059959,644.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
50-99,8801.0,17298.82154250447,1950.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,24052.0,46214.37285714772,5901.0,Non-DSH,106090933.0,MARSHALL HOSPITAL
100-149,27886.0,52806.006451446425,665.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,8032.0,14582.930283525127,1830.0,Non-DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
50-99,9586.0,20300.715722105997,2021.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
50-99,20443.0,34026.11932092144,1631.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,22990.0,37513.87443170856,349.0,DSH,106150830.0,MERCY WESTSIDE HOSPITAL
50-99,19405.0,41020.69849006747,261.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8083.0,18632.3137989416,541.0,Non-DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3069.0,7448.179464336797,1014.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
100-149,45985.0,96003.59071395894,2822.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
50-99,26726.0,48147.51086013412,1488.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,4735.0,7494.843343953355,1019.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,6587.0,11618.596907045274,2042.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
50-99,16966.0,28626.329246424397,4927.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1529.0,5606.779987558043,530.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5011.0,13059.9198270964,1569.0,DSH,106171049.0,REDBUD COMMUNITY HOSPITAL
50-99,6752.0,12929.263206043157,1855.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,9401.0,16891.58294016756,2803.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,15660.0,21482.31999365664,3370.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,1600.0,3458.5421993361274,173.0,DSH,106100791.0,SANGER GENERAL HOSPITAL
1-49,853.0,3830.185194188604,326.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
50-99,8446.0,17947.42711815723,2492.0,DSH,106100793.0,SELMA COMMUNITY HOSPITAL
1-49,6497.0,17336.931770545365,380.0,DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,20166.0,26843.878369574504,49.0,Non-DSH,106410828.0,SETON MEDICAL CENTER - COASTSIDE
1-49,5672.0,17075.668220115505,2437.0,Non-DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,26726.0,48834.75804638952,6586.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,11537.0,16622.16856285928,16.0,DSH,106461024.0,SIERRA VALLEY DISTRICT HOSPITAL
100-149,34464.0,77970.74741721124,3683.0,Non-DSH,106551034.0,SONORA REGIONAL MEDICAL CENTER
1-49,12141.0,21343.431074232478,144.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,12539.0,22983.689409190316,3552.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
150-199,50148.0,64075.58302009731,11708.0,Non-DSH,106361343.0,ST. MARY REGIONAL MEDICAL CENTER
1-49,8087.0,11964.256198503574,69.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,16790.0,30548.522354402085,2969.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
50-99,11366.0,24266.47662513512,2813.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
50-99,10213.0,22385.64453308066,2544.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,18219.0,38206.18441302754,2246.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,6665.0,31536.02064455588,135.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,11338.0,21985.810460245884,603.0,DSH,106531059.0,TRINITY GENERAL HOSPITAL
50-99,20936.0,43661.93023925303,1768.0,DSH,106551061.0,TUOLUMNE GENERAL HOSPITAL
50-99,20939.0,28589.99669759958,4747.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,14071.0,26750.08583017803,4109.0,Non-DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR
100-149,24093.0,40130.546232005705,6348.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
150-199,43965.0,104885.428958744,10943.0,Non-DSH,106164029.0,ADVENTIST MEDICAL CENTER - HANFORD
1-49,4203.0,11191.0432415264,1256.0,DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
100-149,22878.0,55203.6909707942,2354.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,8217.0,51342.3091922351,261.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,10964.0,24959.1808649501,836.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,2340.0,8771.13881934412,29.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,27553.0,61578.87134262628,534.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,936.0,4562.31450894638,259.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,3913.0,9302.95475656292,997.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,1623.0,10574.7543478067,528.0,DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
50-99,21499.0,61226.0867311371,545.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4597.0,11917.2095982393,1612.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,30899.0,54022.758176762,2859.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,5474.0,9533.22553402935,1352.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
50-99,27522.0,61064.4453709324,1498.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,1208.0,6123.51829294982,353.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
150-199,43740.0,94410.7640801147,2625.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,9468.0,21531.84911274807,1018.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,50727.0,87514.66737952261,3871.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,4161.0,13833.0255010925,69.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10241.0,41137.2049323364,226.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,23931.0,52022.2101510058,854.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
150-199,45613.0,87615.85434192108,2842.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1404.0,4474.25837363909,625.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,4849.0,10424.4498496733,1354.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,25654.0,55995.9399346101,5409.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,28823.0,65546.3497503296,458.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,3816.0,14078.0683507691,1361.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,5873.0,16826.2081008197,1352.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPTIAL
1-49,2695.0,7579.6735651764675,1114.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,16670.0,45502.5554877481,324.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8012.0,29625.115216457365,207.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,2387.0,7896.955992454329,843.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,42202.0,126801.865689371,1828.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,23798.0,47068.9357761528,989.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,4139.0,8284.6091119545,1153.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,4173.0,9393.87601362663,1475.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
100-149,20062.0,44828.7326920231,6280.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1212.0,6794.80407889142,398.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5470.0,13037.2313671858,1540.0,DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,9559.0,23464.444642239447,2110.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,15305.0,29626.7045839044,3531.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,756.0,4364.88118906009,228.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,5974.0,23954.233956567525,217.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
1-49,4450.0,14470.1624184379,2131.0,DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,21721.0,40795.2677231109,5456.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
150-199,42407.0,94521.0401583108,4775.0,Non-DSH,106554011.0,SONORA REGIONAL MEDICAL CENTER-GREENLEY
1-49,11434.0,23946.1375130204,150.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,8407.0,22297.694776889297,3056.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
1-49,6066.0,20683.5884908598,1465.0,DSH,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE
200-299,66685.0,103177.810711092,16985.0,Non-DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,7939.0,13158.5605762446,34.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,7993.0,15967.551542379828,2360.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
1-49,6926.0,20057.8102236436,2199.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,6981.0,18690.8955719995,2059.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,16997.0,39976.8082185959,1736.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,5926.0,56404.8906771399,125.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,9078.0,22921.9288061775,418.0,DSH,106531059.0,TRINITY HOSPITAL
100-149,19094.0,29512.59643822236,5086.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,12009.0,31988.74654447511,4042.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER - HOSPITAL DRIVE
100-149,17868.0,30490.9054885054,5347.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
150-199,37680.0,94877.18264535422,9676.0,Non-DSH,106164029.0,ADVENTIST MEDICAL CENTER - HANFORD
1-49,4431.0,17336.23544573736,2184.0,DSH,106100797.0,ADVENTIST MEDICAL CENTER - REEDLEY
1-49,3843.0,10770.4363940838,1167.0,DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
1-49,6969.0,14825.067501795047,2417.0,Non-DSH,106364430.0,BARSTOW COMMUNITY HOSPITAL
100-149,23264.0,54748.37037181774,2333.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,7521.0,65531.54742460675,172.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,9751.0,27784.120972788696,671.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,2327.0,9016.871414540046,22.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,27092.0,63847.96363755258,394.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,1028.0,4422.699723736906,342.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4018.0,9707.80280104194,972.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,1166.0,11244.523753464046,312.0,DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
50-99,18255.0,58069.148457012954,310.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4987.0,12778.590678342323,1739.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,29553.0,52288.99483552132,2672.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,5484.0,9450.404255475165,1478.0,DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
50-99,24244.0,54798.768290834414,1468.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,1030.0,6746.44953777561,314.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
150-199,42407.0,96725.21507862928,2519.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,8729.0,23352.533258026036,945.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,50768.0,87875.05956965424,3636.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,3853.0,23042.454332938883,53.0,Non-DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,9588.0,38233.42401529424,198.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,22615.0,47541.01607633971,917.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
150-199,45687.0,95820.35610691713,2642.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1438.0,4919.466899667083,631.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,4548.0,10111.493827897906,1298.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,24186.0,55339.741272501204,5542.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,29150.0,63359.90945781717,528.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,3558.0,13482.792880558067,1377.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,5276.0,15224.467387653027,1233.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPTIAL
1-49,2827.0,7998.625599030085,1113.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,15372.0,42948.11431013269,289.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8551.0,29169.500880097185,289.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,2314.0,7058.2183416654625,818.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,41737.0,131938.71111877376,1480.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,22436.0,46668.020111720056,1029.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,4130.0,8004.044374024735,1082.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,3753.0,8274.681948004376,1103.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
1-49,1045.0,6808.211915839622,399.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5329.0,12743.949691003429,1612.0,DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,12039.0,31083.112331267977,2065.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,13510.0,25479.359592642482,3383.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,593.0,3907.886970957244,179.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,5994.0,24763.96613240747,227.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,19504.0,37645.88401777712,5236.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
150-199,43441.0,101636.19788531627,4938.0,Non-DSH,106554011.0,SONORA REGIONAL MEDICAL CENTER-GREENLEY
1-49,10917.0,23341.656764697454,130.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,7858.0,21369.530024691092,2999.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
1-49,5221.0,16657.031354516086,1387.0,DSH,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE
200-299,63598.0,101941.04474980333,16800.0,Non-DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,7782.0,13390.888385720033,34.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,8228.0,15404.151513613784,2426.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
1-49,7900.0,24485.676116474355,2278.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,6787.0,18193.318785628555,2034.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,16840.0,43072.507466992145,1720.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,5432.0,49299.91412278331,125.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,9025.0,22666.078066751514,426.0,DSH,106531059.0,TRINITY HOSPITAL
100-149,18412.0,29788.16784126371,4838.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,11668.0,33365.36810261288,3792.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER - HOSPITAL DRIVE
100-149,22170.0,34573.32087788031,6437.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
150-199,39904.0,106008.049113453,9708.0,DSH,106164029.0,ADVENTIST MEDICAL CENTER - HANFORD
1-49,4151.0,17041.1620467855,2051.0,DSH,106100797.0,ADVENTIST MEDICAL CENTER - REEDLEY
1-49,3824.0,11058.8472458203,1214.0,DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
1-49,6612.0,15178.2491219241,2273.0,Non-DSH,106364430.0,BARSTOW COMMUNITY HOSPITAL
100-149,23293.0,59070.7027576589,2201.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,7047.0,63174.224938009,196.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,9535.0,29636.7670287037,584.0,Non-DSH,106040802.0,BIGGS - GRIDLEY MEMORIAL HOSPITAL
1-49,2252.0,9229.438556155184,9.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,27964.0,64844.62421713388,290.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,1701.0,6167.21616110389,597.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,3665.0,9425.114265753888,899.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
50-99,17145.0,60846.9372535638,265.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4563.0,13143.073604944,1579.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
1-49,5707.0,10405.0739811803,1489.0,Non-DSH,106230949.0,FRANK R. HOWARD MEMORIAL HOSPITAL
50-99,22798.0,57776.8122340602,1269.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,715.0,5227.65497903506,153.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
150-199,43631.0,102812.322469075,2497.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,9200.0,24363.6068521441,971.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,48058.0,86331.73746243537,3410.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,4154.0,23922.293259124806,46.0,Non-DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,8741.0,41046.8563495925,222.0,DSH,106220733.0,JOHN C. FREMONT HEALTHCARE DISTRICT
100-149,24141.0,50271.3944378581,819.0,DSH,106150737.0,KERN VALLEY HOSPITAL DISTRICT
150-199,45323.0,102546.8729842,2611.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1171.0,3971.3533201224,574.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,4449.0,11692.6906427689,1159.0,Non-DSH,106050932.0,MARK TWAIN MEDICAL CENTER
100-149,24142.0,55545.3239108586,5163.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,27626.0,56878.0180139136,490.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,3723.0,14561.31734148172,1488.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,4492.0,13789.8004708471,1191.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
1-49,2456.0,6752.39909057908,1014.0,Non-DSH,106470871.0,MERCY MEDICAL CENTER MT. SHASTA
50-99,17608.0,43192.0188795256,255.0,Non-DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8432.0,32268.6293170327,294.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,2642.0,8554.30958141348,909.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,41008.0,131354.334071174,1109.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
50-99,25663.0,51335.4518007593,963.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
50-99,3608.0,8209.67780470474,1061.0,DSH,106331288.0,PALO VERDE HOSPITAL
1-49,1023.0,7948.65856122498,380.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,4692.0,11351.12159474477,1451.0,DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
150-199,22839.0,63328.300166343,2200.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,14732.0,28761.68625864326,3723.0,DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,660.0,4066.67725416478,222.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,5733.0,25395.761946791317,196.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,16539.0,32285.53916436309,5268.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
150-199,43875.0,105379.755260004,4931.0,Non-DSH,106554011.0,SONORA REGIONAL MEDICAL CENTER - GREENLEY
1-49,10589.0,22596.286787782818,102.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,8165.0,22253.2944303143,3058.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
1-49,5383.0,18557.22539962121,1385.0,DSH,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE
200-299,63164.0,103455.47814871,15867.0,Non-DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,7663.0,12832.5185128103,20.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,8435.0,15803.699125993,2455.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
1-49,6735.0,19452.223863691506,2085.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,6098.0,16765.6006204208,1798.0,DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,17045.0,46372.734907632,1701.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,4935.0,49927.8740205721,108.0,DSH,106150808.0,TEHACHAPI VALLEY HOSPITAL DISTRICT
50-99,8416.0,21308.0984334058,379.0,DSH,106531059.0,TRINITY HOSPITAL
100-149,16991.0,29595.7370950115,4434.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,12127.0,35762.0178717908,3669.0,DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER
100-149,23155.0,35472.292473177695,6688.0,DSH,106361370.0,VICTOR VALLEY GLOBAL MEDICAL CENTER
50-99,9088.0,16812.461342999253,2988.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,29910.0,53169.92766779505,3686.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,7904.0,27763.99870177459,396.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,10721.0,18373.304413285652,824.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,2132.0,6357.286474853434,60.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
1-49,8077.0,14150.987045861297,70.0,Non-DSH,106200692.0,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL
50-99,14706.0,27040.720920022686,668.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
